"nomAlgo","k","dynamique","filePriorite","score","temps","nbVilles","contrainteAccessibilite"
"algorithmeParSoustraction",null,true,false,0.254,2.395,224,"true"
"algorithmeApproximationNaif",100,false,false,0.711,0.059,225,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.569,0.510,225,"true"
"algorithmeFilePriorite",null,false,true,0.507,0.390,225,"true"
"algorithmeParSoustraction",null,true,true,0.236,0.923,225,"true"
"algorithmeParSoustraction",null,false,false,0.231,2.123,225,"true"
"algorithmeParSoustraction",null,true,false,0.231,2.143,225,"true"
"algorithmeApproximationNaif",100,false,false,0.695,0.057,226,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.527,0.393,226,"true"
"algorithmeFilePriorite",null,false,true,0.522,0.424,226,"true"
"algorithmeParSoustraction",null,true,true,0.226,0.983,226,"true"
"algorithmeParSoustraction",null,false,false,0.226,1.732,226,"true"
"algorithmeParSoustraction",null,true,false,0.226,1.776,226,"true"
"algorithmeApproximationNaif",100,false,false,0.678,0.065,227,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.551,0.358,227,"true"
"algorithmeFilePriorite",null,false,true,0.542,0.481,227,"true"
"algorithmeParSoustraction",null,true,true,0.211,0.841,227,"true"
"algorithmeParSoustraction",null,false,false,0.203,2.771,227,"true"
"algorithmeParSoustraction",null,true,false,0.203,2.768,227,"true"
"algorithmeApproximationNaif",100,false,false,0.706,0.061,228,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.605,0.440,228,"true"
"algorithmeFilePriorite",null,false,true,0.548,0.400,228,"true"
"algorithmeParSoustraction",null,true,true,0.228,0.793,228,"true"
"algorithmeParSoustraction",null,false,false,0.224,41.328,228,"true"
"algorithmeParSoustraction",null,true,false,0.224,42.155,228,"true"
"algorithmeApproximationNaif",100,false,false,0.712,0.060,229,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.563,0.385,229,"true"
"algorithmeFilePriorite",null,false,true,0.507,0.733,229,"true"
"algorithmeParSoustraction",null,true,true,0.192,20.070,229,"true"
"algorithmeParSoustraction",null,false,false,0.188,43.232,229,"true"
"algorithmeParSoustraction",null,true,false,0.188,267.739,229,"true"
"algorithmeApproximationNaif",100,false,false,0.704,0.058,230,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.561,0.580,230,"true"
"algorithmeFilePriorite",null,false,true,0.626,0.548,230,"true"
"algorithmeParSoustraction",null,true,true,0.204,1.582,230,"true"
"algorithmeParSoustraction",null,false,false,0.204,4.468,230,"true"
"algorithmeParSoustraction",null,true,false,0.204,4.418,230,"true"
"algorithmeApproximationNaif",100,false,false,0.745,0.067,231,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.558,0.264,231,"true"
"algorithmeFilePriorite",null,false,true,0.411,0.521,231,"true"
"algorithmeParSoustraction",null,true,true,0.160,8.764,231,"true"
"algorithmeParSoustraction",null,false,false,0.160,67.650,231,"true"
"algorithmeParSoustraction",null,true,false,0.160,67.691,231,"true"
"algorithmeApproximationNaif",100,false,false,0.724,0.055,232,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.522,0.510,232,"true"
"algorithmeFilePriorite",null,false,true,0.642,0.538,232,"true"
"algorithmeParSoustraction",null,true,true,0.185,3.061,232,"true"
"algorithmeParSoustraction",null,false,false,0.194,5.605,232,"true"
"algorithmeParSoustraction",null,true,false,0.177,33.008,232,"true"
"algorithmeApproximationNaif",100,false,false,0.695,0.056,233,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.579,0.436,233,"true"
"algorithmeFilePriorite",null,false,true,0.601,0.375,233,"true"
"algorithmeParSoustraction",null,true,true,0.270,0.699,233,"true"
"algorithmeParSoustraction",null,false,false,0.270,0.925,233,"true"
"algorithmeParSoustraction",null,true,false,0.270,0.896,233,"true"
"algorithmeApproximationNaif",100,false,false,0.726,0.068,234,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.526,0.455,234,"true"
"algorithmeFilePriorite",null,false,true,0.333,0.874,234,"true"
"algorithmeParSoustraction",null,true,true,0.137,2.808,234,"true"
"algorithmeParSoustraction",null,false,false,0.145,3.041,234,"true"
"algorithmeParSoustraction",null,true,false,0.145,3.038,234,"true"
"algorithmeApproximationNaif",100,false,false,0.698,0.066,235,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.587,0.365,235,"true"
"algorithmeFilePriorite",null,false,true,0.468,0.530,235,"true"
"algorithmeParSoustraction",null,true,true,0.183,0.923,235,"true"
"algorithmeParSoustraction",null,false,false,0.209,0.973,235,"true"
"algorithmeParSoustraction",null,true,false,0.209,0.990,235,"true"
"algorithmeApproximationNaif",100,false,false,0.686,0.060,236,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.551,0.388,236,"true"
"algorithmeFilePriorite",null,false,true,0.538,0.475,236,"true"
"algorithmeParSoustraction",null,true,true,0.212,3.329,236,"true"
"algorithmeParSoustraction",null,false,false,0.203,283.686,236,"true"
"algorithmeParSoustraction",null,true,false,0.203,270.390,236,"true"
"algorithmeApproximationNaif",100,false,false,0.700,0.074,237,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.523,0.605,237,"true"
"algorithmeFilePriorite",null,false,true,0.599,0.550,237,"true"
"algorithmeParSoustraction",null,true,true,0.207,1.698,237,"true"
"algorithmeParSoustraction",null,false,false,0.215,13.158,237,"true"
"algorithmeParSoustraction",null,true,false,0.198,20.206,237,"true"
"algorithmeApproximationNaif",100,false,false,0.739,0.062,238,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.559,0.296,238,"true"
"algorithmeFilePriorite",null,false,true,0.500,0.485,238,"true"
"algorithmeParSoustraction",null,true,true,0.206,0.919,238,"true"
"algorithmeParSoustraction",null,false,false,0.218,0.897,238,"true"
"algorithmeParSoustraction",null,true,false,0.218,12.095,238,"true"
"algorithmeApproximationNaif",100,false,false,0.703,0.065,239,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.573,0.492,239,"true"
"algorithmeFilePriorite",null,false,true,0.569,0.474,239,"true"
"algorithmeParSoustraction",null,true,true,0.192,1.511,239,"true"
"algorithmeParSoustraction",null,false,false,0.192,100.038,239,"true"
"algorithmeParSoustraction",null,true,false,0.192,98.925,239,"true"
"algorithmeApproximationNaif",100,false,false,0.696,0.072,240,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.492,0.445,240,"true"
"algorithmeFilePriorite",null,false,true,0.542,0.722,240,"true"
"algorithmeParSoustraction",null,true,true,0.167,39.274,240,"true"
"algorithmeParSoustraction",null,false,false,0.175,64.606,240,"true"
"algorithmeParSoustraction",null,true,false,0.163,524.941,240,"true"
"algorithmeApproximationNaif",100,false,false,0.701,0.071,241,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.560,0.379,241,"true"
"algorithmeFilePriorite",null,false,true,0.589,0.386,241,"true"
"algorithmeParSoustraction",null,true,true,0.266,0.767,241,"true"
"algorithmeParSoustraction",null,false,false,0.261,2.988,241,"true"
"algorithmeParSoustraction",null,true,false,0.261,2.878,241,"true"
"algorithmeApproximationNaif",100,false,false,0.711,0.073,242,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.570,0.712,242,"true"
"algorithmeFilePriorite",null,false,true,0.603,0.665,242,"true"
"algorithmeParSoustraction",null,true,true,0.207,0.852,242,"true"
"algorithmeParSoustraction",null,false,false,0.211,1.207,242,"true"
"algorithmeParSoustraction",null,true,false,0.211,1.187,242,"true"
"algorithmeApproximationNaif",100,false,false,0.749,0.070,243,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.539,0.434,243,"true"
"algorithmeFilePriorite",null,false,true,0.650,0.489,243,"true"
"algorithmeParSoustraction",null,true,true,0.247,0.914,243,"true"
"algorithmeParSoustraction",null,false,false,0.247,1.853,243,"true"
"algorithmeParSoustraction",null,true,false,0.239,14.040,243,"true"
"algorithmeApproximationNaif",100,false,false,0.717,0.068,244,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.586,0.455,244,"true"
"algorithmeFilePriorite",null,false,true,0.623,0.589,244,"true"
"algorithmeParSoustraction",null,true,true,0.217,0.954,244,"true"
"algorithmeParSoustraction",null,false,false,0.201,2.907,244,"true"
"algorithmeParSoustraction",null,true,false,0.201,2.856,244,"true"
"algorithmeApproximationNaif",100,false,false,0.751,0.073,245,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.559,0.446,245,"true"
"algorithmeFilePriorite",null,false,true,0.535,0.438,245,"true"
"algorithmeParSoustraction",null,true,true,0.220,0.862,245,"true"
"algorithmeParSoustraction",null,false,false,0.253,1.100,245,"true"
"algorithmeParSoustraction",null,true,false,0.253,1.056,245,"true"
"algorithmeApproximationNaif",100,false,false,0.740,0.065,246,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.528,0.339,246,"true"
"algorithmeFilePriorite",null,false,true,0.476,0.588,246,"true"
"algorithmeParSoustraction",null,true,true,0.179,4.498,246,"true"
"algorithmeParSoustraction",null,false,false,0.187,1.995,246,"true"
"algorithmeParSoustraction",null,true,false,0.187,2.084,246,"true"
"algorithmeApproximationNaif",100,false,false,0.696,0.065,247,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.547,0.384,247,"true"
"algorithmeFilePriorite",null,false,true,0.660,0.548,247,"true"
"algorithmeParSoustraction",null,true,true,0.235,0.831,247,"true"
"algorithmeParSoustraction",null,false,false,0.227,4.557,247,"true"
"algorithmeParSoustraction",null,true,false,0.227,5.950,247,"true"
"algorithmeApproximationNaif",100,false,false,0.742,0.087,248,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.613,0.285,248,"true"
"algorithmeFilePriorite",null,false,true,0.609,0.428,248,"true"
"algorithmeParSoustraction",null,true,true,0.222,0.942,248,"true"
"algorithmeParSoustraction",null,false,false,0.218,3.360,248,"true"
"algorithmeParSoustraction",null,true,false,0.218,7.005,248,"true"
"algorithmeApproximationNaif",100,false,false,0.699,0.071,249,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.538,0.531,249,"true"
"algorithmeFilePriorite",null,false,true,0.518,0.420,249,"true"
"algorithmeParSoustraction",null,true,true,0.241,0.891,249,"true"
"algorithmeParSoustraction",null,false,false,0.249,2.339,249,"true"
"algorithmeParSoustraction",null,true,false,0.249,2.231,249,"true"
"algorithmeApproximationNaif",100,false,false,0.740,0.068,250,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.556,0.471,250,"true"
"algorithmeFilePriorite",null,false,true,0.680,0.358,250,"true"
"algorithmeParSoustraction",null,true,true,0.248,0.867,250,"true"
"algorithmeParSoustraction",null,false,false,0.260,1.478,250,"true"
"algorithmeParSoustraction",null,true,false,0.248,10.300,250,"true"
"algorithmeApproximationNaif",100,false,false,0.701,0.128,251,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.542,1.114,251,"true"
"algorithmeFilePriorite",null,false,true,0.673,0.667,251,"true"
"algorithmeParSoustraction",null,true,true,0.247,0.975,251,"true"
"algorithmeParSoustraction",null,false,false,0.255,0.936,251,"true"
"algorithmeParSoustraction",null,true,false,0.243,1.576,251,"true"
"algorithmeApproximationNaif",100,false,false,0.694,0.073,252,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.536,0.591,252,"true"
"algorithmeFilePriorite",null,false,true,0.504,0.488,252,"true"
"algorithmeParSoustraction",null,true,true,0.230,0.889,252,"true"
"algorithmeParSoustraction",null,false,false,0.238,1.059,252,"true"
"algorithmeParSoustraction",null,true,false,0.238,0.962,252,"true"
"algorithmeApproximationNaif",100,false,false,0.723,0.063,253,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.565,0.369,253,"true"
"algorithmeFilePriorite",null,false,true,0.609,0.437,253,"true"
"algorithmeParSoustraction",null,true,true,0.233,3.730,253,"true"
"algorithmeParSoustraction",null,false,false,0.241,2.254,253,"true"
"algorithmeParSoustraction",null,true,false,0.225,13.516,253,"true"
"algorithmeApproximationNaif",100,false,false,0.705,0.062,254,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.583,0.594,254,"true"
"algorithmeFilePriorite",null,false,true,0.535,0.566,254,"true"
"algorithmeParSoustraction",null,true,true,0.217,0.933,254,"true"
"algorithmeParSoustraction",null,false,false,0.220,4.739,254,"true"
"algorithmeParSoustraction",null,true,false,0.220,4.791,254,"true"
"algorithmeApproximationNaif",100,false,false,0.753,0.068,255,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.565,0.445,255,"true"
"algorithmeFilePriorite",null,false,true,0.737,0.647,255,"true"
"algorithmeParSoustraction",null,true,true,0.200,7.254,255,"true"
"algorithmeParSoustraction",null,false,false,0.208,13.079,255,"true"
"algorithmeParSoustraction",null,true,false,0.208,13.077,255,"true"
"algorithmeApproximationNaif",100,false,false,0.711,0.073,256,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.594,0.574,256,"true"
"algorithmeFilePriorite",null,false,true,0.469,0.709,256,"true"
"algorithmeParSoustraction",null,true,true,0.180,1.233,256,"true"
"algorithmeParSoustraction",null,false,false,0.172,12.087,256,"true"
"algorithmeParSoustraction",null,true,false,0.172,12.636,256,"true"
"algorithmeApproximationNaif",100,false,false,0.743,0.068,257,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.545,0.392,257,"true"
"algorithmeFilePriorite",null,false,true,0.482,0.804,257,"true"
"algorithmeParSoustraction",null,true,true,0.160,59.835,257,"true"
"algorithmeParSoustraction",null,false,false,0.163,510.220,257,"true"
"algorithmeParSoustraction",null,true,false,0.163,507.744,257,"true"
"algorithmeApproximationNaif",100,false,false,0.733,0.065,258,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.578,0.375,258,"true"
"algorithmeFilePriorite",null,false,true,0.605,0.513,258,"true"
"algorithmeParSoustraction",null,true,true,0.236,1.000,258,"true"
"algorithmeParSoustraction",null,false,false,0.221,8.585,258,"true"
"algorithmeParSoustraction",null,true,false,0.221,8.421,258,"true"
"algorithmeApproximationNaif",100,false,false,0.726,0.068,259,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.571,0.371,259,"true"
"algorithmeFilePriorite",null,false,true,0.409,0.455,259,"true"
"algorithmeParSoustraction",null,true,true,0.220,5.048,259,"true"
"algorithmeParSoustraction",null,false,false,0.208,15.832,259,"true"
"algorithmeParSoustraction",null,true,false,0.208,15.782,259,"true"
"algorithmeApproximationNaif",100,false,false,0.692,0.077,260,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.535,0.477,260,"true"
"algorithmeFilePriorite",null,false,true,0.512,0.426,260,"true"
"algorithmeParSoustraction",null,true,true,0.246,0.897,260,"true"
"algorithmeParSoustraction",null,false,false,0.238,2.034,260,"true"
"algorithmeParSoustraction",null,true,false,0.238,34.828,260,"true"
"algorithmeApproximationNaif",100,false,false,0.739,0.066,261,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.494,0.728,261,"true"
"algorithmeFilePriorite",null,false,true,0.628,0.779,261,"true"
"algorithmeParSoustraction",null,true,true,0.180,14.538,261,"true"
"algorithmeParSoustraction",null,false,false,0.180,176.611,261,"true"
"algorithmeParSoustraction",null,true,false,0.180,173.781,261,"true"
"algorithmeApproximationNaif",100,false,false,0.763,0.073,262,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.569,0.605,262,"true"
"algorithmeFilePriorite",null,false,true,0.637,0.521,262,"true"
"algorithmeParSoustraction",null,true,true,0.244,1.057,262,"true"
"algorithmeParSoustraction",null,false,false,0.240,1.234,262,"true"
"algorithmeParSoustraction",null,true,false,0.240,1.205,262,"true"
"algorithmeApproximationNaif",100,false,false,0.757,0.116,263,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.532,0.520,263,"true"
"algorithmeFilePriorite",null,false,true,0.574,0.499,263,"true"
"algorithmeParSoustraction",null,true,true,0.228,1.175,263,"true"
"algorithmeParSoustraction",null,false,false,0.224,33.635,263,"true"
"algorithmeParSoustraction",null,true,false,0.224,62.345,263,"true"
"algorithmeApproximationNaif",100,false,false,0.746,0.074,264,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.557,0.807,264,"true"
"algorithmeFilePriorite",null,false,true,0.754,0.611,264,"true"
"algorithmeParSoustraction",null,true,true,0.208,1.116,264,"true"
"algorithmeParSoustraction",null,false,false,0.201,5.070,264,"true"
"algorithmeParSoustraction",null,true,false,0.201,5.047,264,"true"
"algorithmeApproximationNaif",100,false,false,0.740,0.072,265,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.574,0.378,265,"true"
"algorithmeFilePriorite",null,false,true,0.694,0.451,265,"true"
"algorithmeParSoustraction",null,true,true,0.230,1.077,265,"true"
"algorithmeParSoustraction",null,false,false,0.219,7.668,265,"true"
"algorithmeParSoustraction",null,true,false,0.219,7.641,265,"true"
"algorithmeApproximationNaif",100,false,false,0.718,0.077,266,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.553,0.489,266,"true"
"algorithmeFilePriorite",null,false,true,0.654,0.501,266,"true"
"algorithmeParSoustraction",null,true,true,0.256,1.005,266,"true"
"algorithmeParSoustraction",null,false,false,0.256,1.478,266,"true"
"algorithmeParSoustraction",null,true,false,0.252,3.137,266,"true"
"algorithmeApproximationNaif",100,false,false,0.734,0.082,267,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.506,0.555,267,"true"
"algorithmeFilePriorite",null,false,true,0.386,0.790,267,"true"
"algorithmeParSoustraction",null,true,true,0.150,35.883,267,"true"
"algorithmeParSoustraction",null,false,false,0.150,167.541,267,"true"
"algorithmeParSoustraction",null,true,false,0.150,169.061,267,"true"
"algorithmeApproximationNaif",100,false,false,0.754,0.068,268,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.556,0.460,268,"true"
"algorithmeFilePriorite",null,false,true,0.575,0.617,268,"true"
"algorithmeParSoustraction",null,true,true,0.205,1.296,268,"true"
"algorithmeParSoustraction",null,false,false,0.194,13.389,268,"true"
"algorithmeParSoustraction",null,true,false,0.194,15.323,268,"true"
"algorithmeApproximationNaif",100,false,false,0.710,0.070,269,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.528,0.678,269,"true"
"algorithmeFilePriorite",null,false,true,0.528,0.710,269,"true"
"algorithmeParSoustraction",null,true,true,0.182,4.670,269,"true"
"algorithmeParSoustraction",null,false,false,0.175,79.151,269,"true"
"algorithmeParSoustraction",null,true,false,0.175,156.332,269,"true"
"algorithmeApproximationNaif",100,false,false,0.767,0.073,270,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.574,0.550,270,"true"
"algorithmeFilePriorite",null,false,true,0.589,0.462,270,"true"
"algorithmeParSoustraction",null,true,true,0.244,1.066,270,"true"
"algorithmeParSoustraction",null,false,false,0.244,5.683,270,"true"
"algorithmeParSoustraction",null,true,false,0.244,5.670,270,"true"
"algorithmeApproximationNaif",100,false,false,0.756,0.075,271,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.535,0.573,271,"true"
"algorithmeFilePriorite",null,false,true,0.406,0.616,271,"true"
"algorithmeParSoustraction",null,true,true,0.214,1.246,271,"true"
"algorithmeParSoustraction",null,false,false,0.199,4.534,271,"true"
"algorithmeParSoustraction",null,true,false,0.199,4.426,271,"true"
"algorithmeApproximationNaif",100,false,false,0.739,0.080,272,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.574,0.357,272,"true"
"algorithmeFilePriorite",null,false,true,0.526,0.705,272,"true"
"algorithmeParSoustraction",null,true,true,0.210,1.376,272,"true"
"algorithmeParSoustraction",null,false,false,0.206,3.298,272,"true"
"algorithmeParSoustraction",null,true,false,0.199,4.451,272,"true"
"algorithmeApproximationNaif",100,false,false,0.736,0.061,273,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.601,0.544,273,"true"
"algorithmeFilePriorite",null,false,true,0.553,0.534,273,"true"
"algorithmeParSoustraction",null,true,true,0.198,17.448,273,"true"
"algorithmeParSoustraction",null,false,false,0.201,55.573,273,"true"
"algorithmeParSoustraction",null,true,false,0.201,56.350,273,"true"
"algorithmeApproximationNaif",100,false,false,0.766,0.069,274,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.558,0.805,274,"true"
"algorithmeFilePriorite",null,false,true,0.515,0.700,274,"true"
"algorithmeParSoustraction",null,true,true,0.190,2.428,274,"true"
"algorithmeParSoustraction",null,false,false,0.190,5.522,274,"true"
"algorithmeParSoustraction",null,true,false,0.190,15.512,274,"true"
"algorithmeApproximationNaif",100,false,false,0.745,0.076,275,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.516,0.709,275,"true"
"algorithmeFilePriorite",null,false,true,0.564,0.755,275,"true"
"algorithmeParSoustraction",null,true,true,0.189,1.627,275,"true"
"algorithmeParSoustraction",null,false,false,0.189,6.103,275,"true"
"algorithmeParSoustraction",null,true,false,0.189,15.911,275,"true"
"algorithmeApproximationNaif",100,false,false,0.750,0.074,276,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.583,0.423,276,"true"
"algorithmeFilePriorite",null,false,true,0.710,0.660,276,"true"
"algorithmeParSoustraction",null,true,true,0.217,1.302,276,"true"
"algorithmeParSoustraction",null,false,false,0.203,7.575,276,"true"
"algorithmeParSoustraction",null,true,false,0.203,7.580,276,"true"
"algorithmeApproximationNaif",100,false,false,0.740,0.064,277,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.588,0.476,277,"true"
"algorithmeFilePriorite",null,false,true,0.726,0.587,277,"true"
"algorithmeParSoustraction",null,true,true,0.238,1.272,277,"true"
"algorithmeParSoustraction",null,false,false,0.227,19.879,277,"true"
"algorithmeParSoustraction",null,true,false,0.227,22.791,277,"true"
"algorithmeApproximationNaif",100,false,false,0.741,0.074,278,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.572,0.510,278,"true"
"algorithmeFilePriorite",null,false,true,0.712,0.495,278,"true"
"algorithmeParSoustraction",null,true,true,0.245,1.146,278,"true"
"algorithmeParSoustraction",null,false,false,0.248,1.232,278,"true"
"algorithmeParSoustraction",null,true,false,0.248,1.215,278,"true"
"algorithmeApproximationNaif",100,false,false,0.728,0.074,279,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.573,0.402,279,"true"
"algorithmeFilePriorite",null,false,true,0.556,0.832,279,"true"
"algorithmeParSoustraction",null,true,true,0.183,5.526,279,"true"
"algorithmeParSoustraction",null,false,false,0.179,17.248,279,"true"
"algorithmeParSoustraction",null,true,false,0.179,43.985,279,"true"
"algorithmeApproximationNaif",100,false,false,0.771,0.071,280,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.564,0.595,280,"true"
"algorithmeFilePriorite",null,false,true,0.639,0.563,280,"true"
"algorithmeParSoustraction",null,true,true,0.236,1.200,280,"true"
"algorithmeParSoustraction",null,false,false,0.236,3.624,280,"true"
"algorithmeParSoustraction",null,true,false,0.236,3.494,280,"true"
"algorithmeApproximationNaif",100,false,false,0.779,0.083,281,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.537,0.643,281,"true"
"algorithmeFilePriorite",null,false,true,0.644,0.690,281,"true"
"algorithmeParSoustraction",null,true,true,0.228,1.389,281,"true"
"algorithmeParSoustraction",null,false,false,0.214,32.202,281,"true"
"algorithmeParSoustraction",null,true,false,0.214,58.386,281,"true"
"algorithmeApproximationNaif",100,false,false,0.784,0.078,282,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.578,0.504,282,"true"
"algorithmeFilePriorite",null,false,true,0.582,0.806,282,"true"
"algorithmeParSoustraction",null,true,true,0.174,11.386,282,"true"
"algorithmeParSoustraction",null,false,false,0.174,51.597,282,"true"
"algorithmeParSoustraction",null,true,false,0.174,51.671,282,"true"
"algorithmeApproximationNaif",100,false,false,0.742,0.077,283,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.555,0.612,283,"true"
"algorithmeFilePriorite",null,false,true,0.463,0.705,283,"true"
"algorithmeParSoustraction",null,true,true,0.180,14.080,283,"true"
"algorithmeParSoustraction",null,false,false,0.198,1.670,283,"true"
"algorithmeParSoustraction",null,true,false,0.198,1.735,283,"true"
"algorithmeApproximationNaif",100,false,false,0.785,0.076,284,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.539,0.800,284,"true"
"algorithmeFilePriorite",null,false,true,0.623,0.520,284,"true"
"algorithmeParSoustraction",null,true,true,0.232,1.251,284,"true"
"algorithmeParSoustraction",null,false,false,0.225,2.004,284,"true"
"algorithmeParSoustraction",null,true,false,0.225,1.975,284,"true"
"algorithmeApproximationNaif",100,false,false,0.719,0.089,285,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.561,0.384,285,"true"
"algorithmeFilePriorite",null,false,true,0.477,1.400,285,"true"
"algorithmeParSoustraction",null,true,true,0.137,15.781,285,"true"
"algorithmeParSoustraction",null,false,false,0.137,250.687,285,"true"
"algorithmeParSoustraction",null,true,false,0.137,262.146,285,"true"
"algorithmeApproximationNaif",100,false,false,0.769,0.079,286,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.563,0.693,286,"true"
"algorithmeFilePriorite",null,false,true,0.640,0.518,286,"true"
"algorithmeParSoustraction",null,true,true,0.248,1.199,286,"true"
"algorithmeParSoustraction",null,false,false,0.252,55.225,286,"true"
"algorithmeParSoustraction",null,true,false,0.252,55.189,286,"true"
"algorithmeApproximationNaif",100,false,false,0.805,0.073,287,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.540,0.742,287,"true"
"algorithmeFilePriorite",null,false,true,0.610,0.849,287,"true"
"algorithmeParSoustraction",null,true,true,0.181,26.850,287,"true"
"algorithmeParSoustraction",null,false,false,0.181,10.641,287,"true"
"algorithmeParSoustraction",null,true,false,0.181,10.653,287,"true"
"algorithmeApproximationNaif",100,false,false,0.760,0.073,288,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.622,0.610,288,"true"
"algorithmeFilePriorite",null,false,true,0.604,0.447,288,"true"
"algorithmeParSoustraction",null,true,true,0.247,1.134,288,"true"
"algorithmeParSoustraction",null,false,false,0.240,7.041,288,"true"
"algorithmeParSoustraction",null,true,false,0.240,7.048,288,"true"
"algorithmeApproximationNaif",100,false,false,0.765,0.075,289,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.595,0.898,289,"true"
"algorithmeFilePriorite",null,false,true,0.626,0.473,289,"true"
"algorithmeParSoustraction",null,true,true,0.235,1.237,289,"true"
"algorithmeParSoustraction",null,false,false,0.235,11.811,289,"true"
"algorithmeParSoustraction",null,true,false,0.235,11.868,289,"true"
"algorithmeApproximationNaif",100,false,false,0.745,0.077,290,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.528,0.639,290,"true"
"algorithmeFilePriorite",null,false,true,0.586,0.919,290,"true"
"algorithmeParSoustraction",null,true,true,0.183,7.997,290,"true"
"algorithmeParSoustraction",null,false,false,0.190,259.272,290,"true"
"algorithmeParSoustraction",null,true,false,0.190,619.483,290,"true"
"algorithmeApproximationNaif",100,false,false,0.770,0.087,291,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.522,0.884,291,"true"
"algorithmeFilePriorite",null,false,true,0.515,1.045,291,"true"
