"nomAlgo","k","dynamique","filePriorite","score","temps","nbVilles","contrainteAccessibilite"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.531,1.130,358,"true"
"algorithmeFilePriorite",null,false,true,0.640,1.039,358,"true"
"algorithmeParSoustraction",null,true,true,0.168,5629.150,358,"true"
"algorithmeParSoustraction",null,false,false,0.168,104316.594,358,"true"
"algorithmeParSoustraction",null,true,false,0.168,104058.861,358,"true"
"algorithmeApproximationNaif",100,false,false,0.769,0.099,359,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.496,1.045,359,"true"
"algorithmeFilePriorite",null,false,true,0.889,0.795,359,"true"
"algorithmeParSoustraction",null,true,true,0.217,2.518,359,"true"
"algorithmeParSoustraction",null,false,false,0.214,44.119,359,"true"
"algorithmeParSoustraction",null,true,false,0.212,123.538,359,"true"
"algorithmeApproximationNaif",100,false,false,0.806,0.090,360,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.539,1.072,360,"true"
"algorithmeFilePriorite",null,false,true,0.533,0.640,360,"true"
"algorithmeParSoustraction",null,true,true,0.250,1.767,360,"true"
"algorithmeParSoustraction",null,false,false,0.258,5.562,360,"true"
"algorithmeParSoustraction",null,true,false,0.258,5.576,360,"true"
"algorithmeApproximationNaif",100,false,false,0.801,0.099,361,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.482,1.014,361,"true"
"algorithmeFilePriorite",null,false,true,0.701,1.138,361,"true"
"algorithmeParSoustraction",null,true,true,0.177,102.243,361,"true"
"algorithmeParSoustraction",null,false,false,0.186,12.865,361,"true"
"algorithmeParSoustraction",null,true,false,0.177,405.872,361,"true"
"algorithmeApproximationNaif",100,false,false,0.826,0.094,362,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.558,0.718,362,"true"
"algorithmeFilePriorite",null,false,true,0.588,0.709,362,"true"
"algorithmeParSoustraction",null,true,true,0.215,1.851,362,"true"
"algorithmeParSoustraction",null,false,false,0.227,8.433,362,"true"
"algorithmeParSoustraction",null,true,false,0.227,8.428,362,"true"
"algorithmeApproximationNaif",100,false,false,0.769,0.082,363,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.559,0.847,363,"true"
"algorithmeFilePriorite",null,false,true,0.777,0.989,363,"true"
"algorithmeParSoustraction",null,true,true,0.220,1.942,363,"true"
"algorithmeParSoustraction",null,false,false,0.229,7.655,363,"true"
"algorithmeParSoustraction",null,true,false,0.229,7.599,363,"true"
"algorithmeApproximationNaif",100,false,false,0.802,0.100,364,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.580,0.568,364,"true"
"algorithmeFilePriorite",null,false,true,0.495,1.165,364,"true"
"algorithmeParSoustraction",null,true,true,0.176,4.984,364,"true"
"algorithmeParSoustraction",null,false,false,0.170,139.376,364,"true"
"algorithmeParSoustraction",null,true,false,0.170,266.867,364,"true"
"algorithmeApproximationNaif",100,false,false,0.833,0.088,365,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.597,0.851,365,"true"
"algorithmeFilePriorite",null,false,true,0.627,0.713,365,"true"
"algorithmeParSoustraction",null,true,true,0.236,1.818,365,"true"
"algorithmeParSoustraction",null,false,false,0.233,2.022,365,"true"
"algorithmeParSoustraction",null,true,false,0.233,17.449,365,"true"
"algorithmeApproximationNaif",100,false,false,0.811,0.099,366,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.593,0.656,366,"true"
"algorithmeFilePriorite",null,false,true,0.686,0.673,366,"true"
"algorithmeParSoustraction",null,true,true,0.262,1.822,366,"true"
"algorithmeParSoustraction",null,false,false,0.230,2.278,366,"true"
"algorithmeParSoustraction",null,true,false,0.230,2.295,366,"true"
"algorithmeApproximationNaif",100,false,false,0.793,0.092,367,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.594,0.529,367,"true"
"algorithmeFilePriorite",null,false,true,0.692,1.324,367,"true"
"algorithmeParSoustraction",null,true,true,0.180,10.291,367,"true"
"algorithmeParSoustraction",null,false,false,0.183,38.118,367,"true"
"algorithmeParSoustraction",null,true,false,0.183,38.457,367,"true"
"algorithmeApproximationNaif",100,false,false,0.793,0.085,368,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.505,1.151,368,"true"
"algorithmeFilePriorite",null,false,true,0.571,0.913,368,"true"
"algorithmeParSoustraction",null,true,true,0.201,2.169,368,"true"
"algorithmeParSoustraction",null,false,false,0.201,10.385,368,"true"
"algorithmeParSoustraction",null,true,false,0.198,59.229,368,"true"
"algorithmeApproximationNaif",100,false,false,0.762,0.093,369,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.550,1.033,369,"true"
"algorithmeFilePriorite",null,false,true,0.604,0.983,369,"true"
"algorithmeParSoustraction",null,true,true,0.192,2.345,369,"true"
"algorithmeParSoustraction",null,false,false,0.184,12.412,369,"true"
"algorithmeParSoustraction",null,true,false,0.182,41.737,369,"true"
"algorithmeApproximationNaif",100,false,false,0.789,0.090,370,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.570,0.629,370,"true"
"algorithmeFilePriorite",null,false,true,0.600,0.771,370,"true"
"algorithmeParSoustraction",null,true,true,0.208,2.001,370,"true"
"algorithmeParSoustraction",null,false,false,0.214,11.519,370,"true"
"algorithmeParSoustraction",null,true,false,0.208,49.329,370,"true"
"algorithmeApproximationNaif",100,false,false,0.787,0.095,371,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.526,1.180,371,"true"
"algorithmeFilePriorite",null,false,true,0.558,0.916,371,"true"
"algorithmeParSoustraction",null,true,true,0.183,65.166,371,"true"
"algorithmeParSoustraction",null,false,false,0.183,1125.087,371,"true"
"algorithmeParSoustraction",null,true,false,0.183,1118.805,371,"true"
"algorithmeApproximationNaif",100,false,false,0.788,0.096,372,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.645,0.519,372,"true"
"algorithmeFilePriorite",null,false,true,0.565,0.786,372,"true"
"algorithmeParSoustraction",null,true,true,0.210,2.067,372,"true"
"algorithmeParSoustraction",null,false,false,0.215,41.969,372,"true"
"algorithmeParSoustraction",null,true,false,0.215,41.982,372,"true"
"algorithmeApproximationNaif",100,false,false,0.791,0.097,373,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.542,0.880,373,"true"
"algorithmeFilePriorite",null,false,true,0.555,1.157,373,"true"
"algorithmeParSoustraction",null,true,true,0.155,680.718,373,"true"
"algorithmeParSoustraction",null,false,false,0.155,14264.488,373,"true"
"algorithmeParSoustraction",null,true,false,0.155,14624.056,373,"true"
"algorithmeApproximationNaif",100,false,false,0.797,0.081,374,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.548,1.434,374,"true"
"algorithmeFilePriorite",null,false,true,0.730,1.144,374,"true"
"algorithmeParSoustraction",null,true,true,0.176,96.919,374,"true"
"algorithmeParSoustraction",null,false,false,0.174,739.755,374,"true"
"algorithmeParSoustraction",null,true,false,0.174,2023.514,374,"true"
"algorithmeApproximationNaif",100,false,false,0.765,0.099,375,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.549,0.927,375,"true"
"algorithmeFilePriorite",null,false,true,0.568,0.794,375,"true"
"algorithmeParSoustraction",null,true,true,0.232,1.908,375,"true"
"algorithmeParSoustraction",null,false,false,0.224,14.926,375,"true"
"algorithmeParSoustraction",null,true,false,0.224,14.906,375,"true"
"algorithmeApproximationNaif",100,false,false,0.801,0.105,376,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.564,0.952,376,"true"
"algorithmeFilePriorite",null,false,true,0.622,0.549,376,"true"
"algorithmeParSoustraction",null,true,true,0.271,1.835,376,"true"
"algorithmeParSoustraction",null,false,false,0.263,3.798,376,"true"
"algorithmeParSoustraction",null,true,false,0.263,3.854,376,"true"
"algorithmeApproximationNaif",100,false,false,0.772,0.083,377,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.586,1.055,377,"true"
"algorithmeFilePriorite",null,false,true,0.735,1.094,377,"true"
"algorithmeParSoustraction",null,true,true,0.194,6.792,377,"true"
"algorithmeParSoustraction",null,false,false,0.194,364.380,377,"true"
"algorithmeParSoustraction",null,true,false,0.194,945.608,377,"true"
"algorithmeApproximationNaif",100,false,false,0.778,0.102,378,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.553,0.876,378,"true"
"algorithmeFilePriorite",null,false,true,0.458,1.030,378,"true"
"algorithmeParSoustraction",null,true,true,0.217,3.342,378,"true"
"algorithmeParSoustraction",null,false,false,0.225,9.707,378,"true"
"algorithmeParSoustraction",null,true,false,0.209,201.754,378,"true"
"algorithmeApproximationNaif",100,false,false,0.799,0.100,379,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.530,0.818,379,"true"
"algorithmeFilePriorite",null,false,true,0.573,1.168,379,"true"
"algorithmeParSoustraction",null,true,true,0.174,6.950,379,"true"
"algorithmeParSoustraction",null,false,false,0.172,94.189,379,"true"
"algorithmeParSoustraction",null,true,false,0.172,94.799,379,"true"
"algorithmeApproximationNaif",100,false,false,0.816,0.108,380,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.558,0.744,380,"true"
"algorithmeFilePriorite",null,false,true,0.513,1.255,380,"true"
"algorithmeParSoustraction",null,true,true,0.158,774.850,380,"true"
"algorithmeParSoustraction",null,false,false,0.158,11619.764,380,"true"
"algorithmeParSoustraction",null,true,false,0.158,11349.468,380,"true"
"algorithmeApproximationNaif",100,false,false,0.801,0.098,381,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.570,0.994,381,"true"
"algorithmeFilePriorite",null,false,true,0.617,1.150,381,"true"
"algorithmeParSoustraction",null,true,true,0.181,172.108,381,"true"
"algorithmeParSoustraction",null,false,false,0.176,4193.791,381,"true"
"algorithmeParSoustraction",null,true,false,0.176,4107.153,381,"true"
"algorithmeApproximationNaif",100,false,false,0.791,0.105,382,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.550,0.998,382,"true"
"algorithmeFilePriorite",null,false,true,0.673,1.872,382,"true"
"algorithmeParSoustraction",null,true,true,0.170,4.381,382,"true"
"algorithmeParSoustraction",null,false,false,0.162,120.094,382,"true"
"algorithmeParSoustraction",null,true,false,0.162,116.701,382,"true"
"algorithmeApproximationNaif",100,false,false,0.802,0.114,383,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.619,0.776,383,"true"
"algorithmeFilePriorite",null,false,true,0.786,1.110,383,"true"
"algorithmeParSoustraction",null,true,true,0.222,3.935,383,"true"
"algorithmeParSoustraction",null,false,false,0.217,11.410,383,"true"
"algorithmeParSoustraction",null,true,false,0.217,11.342,383,"true"
"algorithmeApproximationNaif",100,false,false,0.797,0.097,384,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.570,0.607,384,"true"
"algorithmeFilePriorite",null,false,true,0.612,1.483,384,"true"
"algorithmeParSoustraction",null,true,true,0.164,617.284,384,"true"
"algorithmeParSoustraction",null,false,false,0.164,1637.510,384,"true"
"algorithmeParSoustraction",null,true,false,0.164,6618.352,384,"true"
"algorithmeApproximationNaif",100,false,false,0.784,0.098,385,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.514,1.256,385,"true"
"algorithmeFilePriorite",null,false,true,0.616,1.139,385,"true"
"algorithmeParSoustraction",null,true,true,0.190,15.819,385,"true"
"algorithmeParSoustraction",null,false,false,0.179,679.149,385,"true"
"algorithmeParSoustraction",null,true,false,0.179,680.648,385,"true"
"algorithmeApproximationNaif",100,false,false,0.813,0.092,386,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.596,0.869,386,"true"
"algorithmeFilePriorite",null,false,true,0.899,1.113,386,"true"
"algorithmeParSoustraction",null,true,true,0.220,6.029,386,"true"
"algorithmeParSoustraction",null,false,false,0.220,229.287,386,"true"
"algorithmeParSoustraction",null,true,false,0.220,227.864,386,"true"
"algorithmeApproximationNaif",100,false,false,0.798,0.094,387,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.568,1.390,387,"true"
"algorithmeFilePriorite",null,false,true,0.499,0.866,387,"true"
"algorithmeParSoustraction",null,true,true,0.189,417.617,387,"true"
"algorithmeParSoustraction",null,false,false,0.189,86.839,387,"true"
"algorithmeParSoustraction",null,true,false,0.189,529.894,387,"true"
"algorithmeApproximationNaif",100,false,false,0.794,0.091,388,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.518,0.999,388,"true"
"algorithmeFilePriorite",null,false,true,0.619,1.226,388,"true"
"algorithmeParSoustraction",null,true,true,0.175,12.005,388,"true"
"algorithmeParSoustraction",null,false,false,0.170,560.729,388,"true"
"algorithmeParSoustraction",null,true,false,0.170,540.000,388,"true"
"algorithmeApproximationNaif",100,false,false,0.794,0.091,389,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.524,1.256,389,"true"
"algorithmeFilePriorite",null,false,true,0.643,1.097,389,"true"
"algorithmeParSoustraction",null,true,true,0.185,149.698,389,"true"
"algorithmeParSoustraction",null,false,false,0.188,91.360,389,"true"
"algorithmeParSoustraction",null,true,false,0.188,91.359,389,"true"
"algorithmeApproximationNaif",100,false,false,0.810,0.100,390,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.582,0.666,390,"true"
"algorithmeFilePriorite",null,false,true,0.562,1.526,390,"true"
"algorithmeParSoustraction",null,true,true,0.159,265.858,390,"true"
"algorithmeParSoustraction",null,false,false,0.154,4438.751,390,"true"
"algorithmeParSoustraction",null,true,false,0.154,4411.126,390,"true"
"algorithmeApproximationNaif",100,false,false,0.803,0.099,391,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.570,1.208,391,"true"
"algorithmeFilePriorite",null,false,true,0.688,0.747,391,"true"
"algorithmeParSoustraction",null,true,true,0.235,3.008,391,"true"
"algorithmeParSoustraction",null,false,false,0.240,9.242,391,"true"
"algorithmeParSoustraction",null,true,false,0.230,48.908,391,"true"
"algorithmeApproximationNaif",100,false,false,0.793,0.109,392,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.551,1.007,392,"true"
"algorithmeFilePriorite",null,false,true,0.508,0.871,392,"true"
"algorithmeParSoustraction",null,true,true,0.209,2.573,392,"true"
"algorithmeParSoustraction",null,false,false,0.214,11.110,392,"true"
"algorithmeParSoustraction",null,true,false,0.214,11.082,392,"true"
"algorithmeApproximationNaif",100,false,false,0.799,0.128,393,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.547,1.112,393,"true"
"algorithmeFilePriorite",null,false,true,0.656,0.780,393,"true"
"algorithmeParSoustraction",null,true,true,0.221,2.418,393,"true"
"algorithmeParSoustraction",null,false,false,0.224,58.275,393,"true"
"algorithmeParSoustraction",null,true,false,0.214,131.407,393,"true"
"algorithmeApproximationNaif",100,false,false,0.827,0.108,394,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.566,0.933,394,"true"
"algorithmeFilePriorite",null,false,true,0.475,0.960,394,"true"
"algorithmeParSoustraction",null,true,true,0.195,29.765,394,"true"
"algorithmeParSoustraction",null,false,false,0.193,31.665,394,"true"
"algorithmeParSoustraction",null,true,false,0.193,31.663,394,"true"
"algorithmeApproximationNaif",100,false,false,0.803,0.104,395,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.519,1.111,395,"true"
"algorithmeFilePriorite",null,false,true,0.565,1.288,395,"true"
"algorithmeParSoustraction",null,true,true,0.190,2.806,395,"true"
"algorithmeParSoustraction",null,false,false,0.177,251.122,395,"true"
"algorithmeParSoustraction",null,true,false,0.177,249.592,395,"true"
"algorithmeApproximationNaif",100,false,false,0.808,0.105,396,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.533,1.240,396,"true"
"algorithmeFilePriorite",null,false,true,0.591,1.563,396,"true"
"algorithmeParSoustraction",null,true,true,0.157,2247.960,396,"true"
"algorithmeParSoustraction",null,false,false,0.154,169181.112,396,"true"
"algorithmeParSoustraction",null,true,false,0.154,172277.473,396,"true"
"algorithmeApproximationNaif",100,false,false,0.768,0.106,397,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.544,1.350,397,"true"
"algorithmeFilePriorite",null,false,true,0.562,1.140,397,"true"
"algorithmeParSoustraction",null,true,true,0.176,626.771,397,"true"
"algorithmeParSoustraction",null,false,false,0.179,1027.698,397,"true"
"algorithmeParSoustraction",null,true,false,0.179,19235.513,397,"true"
"algorithmeApproximationNaif",100,false,false,0.804,0.097,398,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.553,1.006,398,"true"
"algorithmeFilePriorite",null,false,true,0.646,0.936,398,"true"
"algorithmeParSoustraction",null,true,true,0.209,5.472,398,"true"
"algorithmeParSoustraction",null,false,false,0.196,405.304,398,"true"
"algorithmeParSoustraction",null,true,false,0.196,989.252,398,"true"
"algorithmeApproximationNaif",100,false,false,0.799,0.135,399,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.569,1.363,399,"true"
"algorithmeFilePriorite",null,false,true,0.609,0.829,399,"true"
"algorithmeParSoustraction",null,true,true,0.218,2.288,399,"true"
"algorithmeParSoustraction",null,false,false,0.233,7.106,399,"true"
"algorithmeParSoustraction",null,true,false,0.233,7.135,399,"true"
"algorithmeApproximationNaif",100,false,false,0.815,0.118,400,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.568,1.072,400,"true"
"algorithmeFilePriorite",null,false,true,0.550,1.807,400,"true"
"algorithmeParSoustraction",null,true,true,0.155,1641.254,400,"true"
"algorithmeParSoustraction",null,false,false,0.153,49250.174,400,"true"
"algorithmeParSoustraction",null,true,false,0.153,48816.936,400,"true"
